name,type,latitude,longitude
Pope John Paul II Academy (Mattapan),nonpublic_school,42.27076677124836,-71.0922219845921
Pope John Paul II Academy (Neponset),nonpublic_school,42.29044771246883,-71.04952146954201
Saint Joseph Preparatory High School,nonpublic_school,42.35236081747057,-71.1438557890931
South Boston Catholic Academy,nonpublic_school,42.33605274356192,-71.02966389392881
Commonwealth School,nonpublic_school,42.35233118715368,-71.07810276101053
The Learning Project,nonpublic_school,42.35351813474271,-71.07724592419733
The Newman School,nonpublic_school,42.352089748899914,-71.08239985587616
E Boston Central Catholic,nonpublic_school,42.371537082961865,-71.04006083784222
Neighborhood School,nonpublic_school,42.31086500359936,-71.10069499957791
St Mary Of Czestochowa,nonpublic_school,42.32771000749866,-71.0577789005658
Paige Academy,nonpublic_school,42.32877567689975,-71.09312160874568
Nativity Prep School,nonpublic_school,42.321556909511564,-71.10172741155208
Mission Grammar School,nonpublic_school,42.333139238901964,-71.10089052693127
Sacred Heart Elementary,nonpublic_school,42.278313366787316,-71.12228117149785
St Columbkille Elem,nonpublic_school,42.352441458325586,-71.15298745519098
Catholic Memorial,nonpublic_school,42.27770092972064,-71.1657808245134
Roxbury Latin School,nonpublic_school,42.27612507889826,-71.15708861069812
Mother Caroline Academy,nonpublic_school,42.307499151682116,-71.08439494438338
Hollow Reed School,nonpublic_school,42.308242575988416,-71.11202473486657
Italian Home For Children,nonpublic_school,42.30230370442345,-71.12664191155055
Parkside Christian Academy,nonpublic_school,42.28834248337704,-71.07094096839515
New Beginnings Academy,nonpublic_school,42.25729508340471,-71.12191296341229
Park Street School,nonpublic_school,42.356404171910256,-71.07171604758146
Manville School,nonpublic_school,42.330978848436786,-71.11004982229458
Cristo Rey Boston High School,nonpublic_school,42.31231434770459,-71.05393062118966
Shaloh House Jewish Day School,nonpublic_school,42.34788427836098,-71.15429833362529
Holy Name Elementary,nonpublic_school,42.288069679060285,-71.14845266040406
St Anne Elementary,nonpublic_school,42.24014225450445,-71.13697903002705
St Theresa Elementary,nonpublic_school,42.27830410896887,-71.15794424219891
St Brendan Elementary,nonpublic_school,42.28191839758401,-71.05124532231744
St Peter Academy,nonpublic_school,42.33322420986613,-71.03970018426114
Seaport Campus School,nonpublic_school,42.37570456823847,-71.05027435616525
Epiphany School,nonpublic_school,42.292564717989734,-71.06613746052243
The Kingsley Montessori School,nonpublic_school,42.35029859385851,-71.08221906072744
The Winsor School,nonpublic_school,42.34103155297646,-71.10754719584388
Boston University Academy,nonpublic_school,42.35102890669456,-71.10979152119128
Kennedy Day School,nonpublic_school,42.34998094644058,-71.1425451850529
Boston College High,nonpublic_school,42.316743131371716,-71.04564148342476
Boston Trinity Academy,nonpublic_school,42.25923907680619,-71.1286870586597
German International School Boston,nonpublic_school,42.360409831255595,-71.13610570599695
Pope John Paul II Academy (Columbia Road),nonpublic_school,42.320558136402525,-71.05800497219552
City On A Hill Charter Public School - Circuit Street,nonpublic_school,42.324025373314285,-71.08763637129958
St Matthew Elementary,nonpublic_school,42.2849246358832,-71.08019251876601
The Knight Children's Center,nonpublic_school,42.32705014162583,-71.11167788204459
Children's Learning Center,nonpublic_school,42.287276592435866,-71.12669980147965
Boston Collegiate Charter School (Lower School),nonpublic_school,42.31882738384577,-71.05241756693142
MATCH Charter Community Day School,nonpublic_school,42.26164258859289,-71.10668183044106
KIPP Academy Boston - Middle School,nonpublic_school,42.31790744445624,-71.08183332733688
MATCH Charter Public Middle School,nonpublic_school,42.305112779560154,-71.10376736956965
Bridge Boston Charter School (K1-1),nonpublic_school,42.30120463051941,-71.085441182283
Edward Brooke Charter School - Mattapan,nonpublic_school,42.29482976239336,-71.09249544305268
Dorchester Collegiate Academy,nonpublic_school,42.311313129407736,-71.06339559820134
Roxbury Prep - Dorchester,nonpublic_school,42.31136828380117,-71.07364952921813
Edward Brooke Charter School - East Boston,nonpublic_school,42.38273395179982,-71.01623726526304
Excel Academy Charter School - Orient Heights,nonpublic_school,42.3843682873488,-70.99945254385287
City On A Hill Charter Public School - Dudley Square,nonpublic_school,42.331618932424796,-71.08270278280551
Conservatory Lab Charter School - Dorchester,nonpublic_school,42.27687723049517,-71.06598111364362
Roxbury Prep - Lucy Stone,nonpublic_school,42.29555817113626,-71.07083763015345
Youth Build Boston,nonpublic_school,42.32982560970579,-71.09313273949499
Bridge Boston Charter School (2-4),nonpublic_school,42.29148511368336,-71.06418284746215
Excel Academy Charter High School,nonpublic_school,42.33926870583775,-71.0358155909248
KIPP Academy Boston - Elementary School,nonpublic_school,42.26135775367612,-71.10552826769842
Roxbury Prep - High School,nonpublic_school,42.2950670728157,-71.11454109729016
Elizabeth Seton Academy,nonpublic_school,42.27487511689359,-71.06684021779895
Good Shepherd School,nonpublic_school,42.37379377760486,-71.06159036977319
Julie's Family Learning Program,nonpublic_school,42.33493645360274,-71.04723283887294
Notre Dame Montessori,nonpublic_school,42.31880136212933,-71.04625871118306
St Patrick Elementary,nonpublic_school,42.324920482331905,-71.0762223523087
